"Storm";2077
"Sture";377
"Sturla";673
"Ståle";3569
"Svein";23080
"Svein-Erik";.
"Sveinung";1619
"Sven";4106
"Svend";875
"Svenn";1181
"Sverre";8566
"Syed";644
"Sylwester";315
"Syver";903
"Sølve";593
"Szymon";645
"Søren";457
"Tadas";300
"Tadeusz";295
"Tage";770
"Taha";201
"Tahir";201
"Tallak";234
"Tarald";324
"Tarjei";1068
"Ted";290
"Tellef";272
"Teo";456
"Teodor";1625
"Terje";19298
"Thanh";340
"Theo";3563
"Theodor";5194
"Thomas";24612
"Thor";7605
"Thoralf";.
"Thorbjørn";1251
"Thore";1100
"Thorleif";564
"Thormod";.
"Thorstein";413
"Thorvald";446
"Tim";1559
"Timian";229
"Timo";208
"Timothy";296
"Tobias";10789
"Tom";15836
"Tom-Erik";.
"Tomas";3152
"Tomasz";2928
"Tommy";9131
"Toni";214
"Tonny";297
"Tony";1796
"Tor";22009
"Tor-Arne";.
"Tor-Erik";.
"Toralf";458
"Torben";509
"Torbjørn";6409
"Tord";1674
"Tore";14457
"Torfinn";983
"Torgeir";3184
"Torger";378
"Torgrim";597
"Torje";533
"Torjus";1052
"Torkel";609
"Torkil";361
"Torkild";282
"Torleif";991
"Torleiv";340
"Tormod";2710
"Torodd";212
"Torstein";3741
"Torvald";324
"Tristan";454
"Tron";506
"Trond";16812
"Troy";359
"Truls";3126
"Trygve";4712
"Trym";3729
"Tymofii";227
"Tymur";223
"Tønnes";204
"Ulf";2127
"Ulrik";3961
"Umar";203
"Usman";259
"Vadym";324
"Vaidas";271
"Valentin";345
"Valerii";312
"Van";289
"Varg";379
"Vasile";260
"Vasyl";337
"Vebjørn";1935
"Vegar";1514
"Vegard";8328
"Vemund";1186
"Vetle";4490
"Viacheslav";283
"Victor";3310
"Vidar";8841
"Viggo";1284
"Viktor";3654
"Vilhelm";273
"Viljar";1506
"Villy";330
"Vincent";812
"Vitalii";654
"Vladimir";550
"Vladyslav";827
"Volodymyr";1274
"Vytautas";350
"Waldemar";571
"Walid";279
"Walter";646
"Werner";637
"Widar";.
"Wieslaw";384
"Wiggo";399
"Wiktor";446
"Wilhelm";1122
"William";10278
"Willy";2158
"Wilmer";311
"Wojciech";1242
"X";.
"Yahya";286
"Yaroslav";438
"Yasin";416
"Yasir";215
"Yehor";338
"Yevhen";448
"Yevhenii";308
"Yngvar";732
"Yngve";2198
"Yonas";401
"Yosef";272
"Younes";250
"Yousef";593
"Youssef";311
"Yurii";713
"Yusuf";712
"Zain";227
"Zakaria";403
"Zbigniew";852
"Zdzislaw";.
"Zoran";224
"Øistein";877
"Øivind";3235
"Ørjan";3598
"Ørnulf";307
"Øystein";10505
"Øyvind";13501
"Ådne";1107
"Åge";3429
"Åsmund";2051
